id,nombre,nombre_norm,actividad,direccion,telefono,email,sitio_web,instagram,facebook,linkedin,logo_url,logo_origen,contacto_nombre,descripcion,ubicacion,cuit
271,CUMBRES MINERAS S.A.S.,cumbres mineras,Servicio de limpieza en general. Alquiler de baños químicos,"Av. Belgrano 906, Salta",(0387) 155 933 840,virnafernandezg27@gmail.com,,,,,https://capemisa.com.ar/wp-content/uploads/2025/01/LogoCapemisa.jpg,placeholder,Esteban Ceferino Hanna,,,
336,Curtiembre Arlei S.A.,curtiembre arlei,Ind. Cuero,Av Hipolito Yrigoyen 115 4405 Rosario de Lerma Salta,0387 493-1034,of.comercial@arlei.com,https://www.arlei.com,,,,https://uis.com.ar/storage/2024/07/arlei.jpg,camara,,"Arlei es una empresa familiar líder en la fabricación de cuero vacuno, que representa a la Argentina en todo el mundo con productos de excelencia. Son los exportadores de cueros curtidos más importantes de Argentina, y el número uno en capacidad productiva. A nivel mundial, son uno de los principales proveedores de cuero para la industria automotriz. La mayor parte de su producción se exporta a Europa, Asia, Australia, Estados Unidos y México, donde tienen diferentes puntos de contacto que se encargan de nuestras actividades comerciales.",Rosario de Lerma,
94,CYL S.R.L.,cyl,Construcción,Bartolomé Mitre 1362 (4400) Salta,(0387) 156 201 083,administracion@cylconstructora.com,https://www.cylconstructora.com/,,,,https://capemisa.com.ar/wp-content/uploads/2021/08/cyl.jpg,camara,Lic. Andres Cuneo,,,
95,DABER SERVICIOS INDUSTRIALES S.R.L.,daber servicios industriales,Servicios industriales área hidrocarburos,"Antonio Cornejo 150, Salta",(0387) 4310238 / (0387) 154 891995,adm@daber.com.ar / comercial@daber.com.ar,http://www.daber.com.ar/,https://www.instagram.com/daberserviciosindustriales,,https://www.linkedin.com/company/daber-servicios-industriales/,https://capemisa.com.ar/wp-content/uploads/2025/01/WhatsApp-Image-2025-08-12-at-12.14.32-1024x289.jpeg,camara,Ing. Desiderio Héctor Da Rold,,,
155,DAM INGENIERIA S.A.S.,dam ingenieria,"Servicios de Ingeniería Eléctrica. Auditoria eléctrica certificada A.E.A. Mediciones eléctricas (PAT, Res SRT 900/15, Termografía, lazo de falla, energía, armónicas, calidad de energía, iluminación etc.). Proyectos y montajes eléctricos. Pre comisionado y comisionado de obras eléctricas.",La Rioja 710 (4400) Salta,(0387) 154 100 922,damingenieria@gmail.com,http://www.damingenieria.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2021/08/dam.jpg,camara,Ing. Mec. Electricista Diego A. Martínez,,,
127,DAVID MAQUINARIAS,david maquinarias,"Venta y servicio técnico de moto implementos, motobombas y generadores. Equipos para la construcción",San Juan 123 (4400) Salta,(0387) 4223919 / 3571,ricardo.d@davidmaquinarias.com.ar / agustin@davidmaquinarias.com.ar,https://www.davidmaquinarias.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2021/08/David_Maquinarias.png,camara,Ricardo David / Agustín David,,,
49,DELIGHT S.R.L.,delight,Servicios de alimentación y nutrición,Santiago del Estero 1916 (4400) Salta,(0387) 4329662,delightsrl@gmail.com,http://www.delightsrl.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2021/11/logo-1.png,camara,Milagro Ramon,,,
337,Desdelsur S.A.,desdelsur,Ind. Agroindustrias y Alimentos,"Ruta 34 Km. 1425 , General Mosconi, Salta",(03875) 481604,info@desdelsur.com,https://www.desdelsur.com,https://www.instagram.com/desdelsur_dds/,https://www.facebook.com/desdelsurdds/,,https://uis.com.ar/storage/2024/07/dds.jpg,camara,,"Desdelsur es una empresa argentina de 30 años con amplia experiencia en el sector de agronegocios, desarrollando un negocio totalmente integrado dedicado a la producción, procesamiento, comercialización y exportación de legumbres. Su valor agregado es la trazabilidad, a través del cual obtienen la más alta calidad de sus productos. La empresa posee 45.000 hectáreas ubicadas en la provincia de Salta, 35.000 de las cuales ya están en producción y el resto son áreas de reserva forestal. Se alquilan 15.000 hectáreas adicionales en otras provincias. Entre sus productos se encuentran Porotos (alubia, cranberry, dark red kidney y light red kidney, black eye, negro, adzuki, mung); Garbanzos (Kabuli y Desi); Arvejas verdes; Maní; Semillas de chía y Nueces de Pecan. En 2019, la compañía comenzó a cultivar legumbres orgánicas.",Gral Mosconi,
128,DESSIN S.R.L.,dessin,Venta de equipamientos gastronómicos y estructuras de almacenaje para cocinas y laboratorios.,Mendoza 612 (4400) Salta,(0387) 156 202 771 / 154 184 371,dessinsalta@yahoo.com.ar,,,,,https://capemisa.com.ar/wp-content/uploads/2022/09/dessin-1-758x1024.jpg,camara,Romina Visentini,,,
34,DFF S.R.L.,dff,Alquiler de vehículos. Servicios. Asesoramiento. Provisión de bienes,Julio Castellanos 480 (4401) San Lorenzo Salta,(0387) 155 990 945 / 4310753 / 154 506 234,ventas.dffsrl@gmail.com,,,,,https://capemisa.com.ar/wp-content/uploads/2021/11/logo-1.png,camara,Ricardo Andrés Del Frari Perez,,,
232,DIAGNOSTICO SALTA,diagnostico salta,Medicina laboral,"Mariano Boedo 62, Salta",(0387) 4215529,laboral@diagnosticosalta.com,http://www.diagnosticosalta.com.ar/,https://www.instagram.com/diagnostico.salta/,https://www.facebook.com/profile.php,,https://capemisa.com.ar/wp-content/uploads/2021/11/logo-1.png,camara,Alvaro Gómez Naar,,,
35,DINATEC GROUP S.A.S.,dinatec,Servicios logísticos. Alquiler de camionetas 4×4 mineras. Alquiler de camionetas ejecutivas. Servicios de traslado de personal. Servicio de custodia. Gestion de flotas a empresas.,"Mariano Benítez 645, Salta / Avellaneda 281, San Antonio de Los Cobres / 9 de Julio 505, Gral. Güemes",(0387) 154 499 666 / (0387) 155 102 130,imateo@dinatec.ar,https://www.dinatec.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2022/05/dinatec.png,camara,Ignacio Mateo / Matias Beverina,,,
183,DISTRIBUIDORA JJ PLAST,distribuidora jj plast,Venta de envases y artículos de limpieza e higiene institucional,"Deán Funes 205, Salta",(0387) 4222393 / 155 004 678,distribuidorajjplast@live.com.ar,,,,,https://capemisa.com.ar/wp-content/uploads/2024/10/Logo-Capemisa-RedesMesa-de-trabajo-1-1024x1024.png,camara,Jorge Emilio Morcos,,,
129,DM NOA S.R.L.,dm noa,"Venta de Indumentaria de trabajo, calzado de seguridad y elementos de protección personal","Los Cardones 270, Salta",(0387) 154 692 525,info@dmnoa.com.ar,https://www.dmnoa.com.ar/,https://www.instagram.com/dm.noa/,https://www.facebook.com/DM-NOA-105566481619093,https://www.linkedin.com/company/dm-noa/,https://capemisa.com.ar/wp-content/uploads/2025/01/Logo-DM-Noa-1024x742.jpg,camara,Marcelo Meregaglia / Luciano Domínguez Paris,,,
366,DMC,dmc,Ind. Agroindustrias y Alimentos,"Ruta Provincial 88, km 3,1 – Cerrillos",387 4999900,info@dmcagroindustrial.com.ar,https://www.dmcagroindustrial.com.ar,,,,https://uis.com.ar/storage/2026/04/logo-dmc.png,camara,,"DMC Agroindustrial SRL es una empresa dedicada a la producción, procesamiento y comercialización de granos y semillas. Su planta procesadora y acopio se ubica en Cerrillos. La empresa nace en el año 2013 con objetivos bien definidos: convertirse en una referencia por la calidad y pureza de sus productos; optimizar los procesos y ofrecer un excelente servicio a sus clientes. Desde entonces la empresa ha realizado importantes inversiones para incorporar equipos y maquinarias a su línea de procesamiento optimizando los procesos productivos. Cuenta con una planta de proceso de última tecnología capaz de procesar semillas y legumbres de diversos tamaños desde chía o sésamo hasta porotos o garbanzo. La capacidad de proceso es de 90 tn semanales para semillas chicas como chía, aumentando hasta 4 veces en productos de mayor tamaño como legumbres.",Cerrillos,
73,EC Y ASOCIADOS CONSULTORA JURÍDICO AMBIENTAL SRL,ec y asociados consultora juridico ambiental,Servicios Medioambientales,La Rioja 31 (4400) Salta,(0387) 4310818,ec.consultora@gmail.com,https://ecyasociados.com/,,,,https://capemisa.com.ar/wp-content/uploads/2021/08/ec_asociados_a_200px.jpg,camara,Alejandra Baumgartner,,,
58,ECIN SOLUCIONES S.R.L.,ecin soluciones,"Seguridad electrónica, comunicaciones e infraestructura IT.",Catamarca 12 (4400) Salta,(0387) 4319200,info@ecinsoluciones.com,https://www.ecinsoluciones.com/,https://www.instagram.com/ecinsoluciones/,https://www.facebook.com/ecinsoluciones/,https://www.linkedin.com/company/ecin-soluciones/,https://www.ecinsoluciones.com/assets/img/safari-pinned-tab.svg,sitio_oficial,Miguel Angel Ricchiardi,,,
74,ECO PUNA S.A.,eco puna,Consultoría integral para proyectos mineros. Gestión de RRHH. Asesoramiento social y ambiental. Servicios logísticos,"6 de Julio 3326 B° Grand Bourg, Salta",(0387) 210 1448,msierra@ecopuna.com.ar,https://ecopuna.com.ar/,,,,https://ecopuna.com.ar/wp-content/uploads/2023/10/cropped-png-32x32.png,sitio_oficial,José Marcelino Sierra Albrecht,,,
338,Edesa S.A.,edesa,Ind. Energía,Pje Benjamín Zorrilla 29 - Salta,0387 490-4024,,https://www.edesa.com.ar,https://www.instagram.com/edesasalta/,https://www.facebook.com/edesasalta/,https://www.linkedin.com/company/edesasalta/,https://uis.com.ar/storage/2024/07/edesa.jpg,camara,,"Edesa provee energía a más de 1 millón y medio de personas, en un área de concesión de 155.488 km2, que abarca los 60 municipios de Salta. A través de ESED también brinda energía solar fotovoltaica a las poblaciones de más difícil acceso de la provincia por su dispersión para que puedan crecer y desarrollarse. Su equipo está compuesto por alrededor de 700 personas que trabajan para garantizar un servicio esencial siempre disponible. La empresa está enfocada en la excelencia de la operación, la mejora constante del servicio y la innovación e incorporación de nuevas tecnologías, además de su constante mantenimiento y ampliación.",Salta,
184,EL ARCA DE NOE,el arca de noe,Venta de repuestos del automotor,Av. Chile 1480 Salta,(0387) 4262606,gerencia@elarcadenoesalta.com,,,,,https://capemisa.com.ar/wp-content/uploads/2021/11/logo-1.png,camara,Maria Soledad Moreno,,,
50,EL HUAYRA S.A.S.,el huayra,"Servicio de catering, limpieza y hotelería. Transporte de alimentos. Restaurante.",Belgrano esq. Yrigoyen (4411) San Antonio de los Cobres Salta,(387) 155 184 860,servicios@huayrahuasi.com,,,,,https://capemisa.com.ar/wp-content/uploads/2022/05/Captura-de-Pantalla-2022-05-15-a-las-21.37.52-1024x938.png,camara,Alfredo José Cabero,,,
118,ENERGIA INFINITA S.A.S.,energia infinita,Construcción de obras de ingeniería civil.,"MZA 22 Lote 1, Ciudad Oeste - San Lorenzo Chico, Salta",(0387) 154 529 126,bersanchez@energy.net,https://ergy.net/,https://www.instagram.com/ergysolar/,https://www.facebook.com/Ergysolar,https://www.linkedin.com/company/ergy,https://capemisa.com.ar/wp-content/uploads/2026/06/ergy-1024x688.png,camara,Bernardo Sánchez,,,
36,ENFOCER S.A.S.,enfocer,Alquiler de vehiculos. Alquiler de maquinaria para la minería,Pje. Oliva Rids 451 San Luis Salta,(0387) 155 835 789,administracion@enforcer.com.ar,http://www.enforcer.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2021/11/logo-1.png,camara,Simón Zenteno,,,
339,Equipos Eléctricos Salta S.A.,equipos electricos salta,Ind. Metalmecanica,"Av Durañona 855, Salta",0387 428-3802,administracion@eessa.com.ar,https://www.eessa.com.ar,,,,https://uis.com.ar/storage/2024/07/equipos-electricos.jpg,camara,,"Empresa dedicada a la fabricación, reparación y mantenimiento de transformadores eléctricos de distribución.",Salta,
8,Eramine Sudamerica SA,eramine sudamerica,Mineral: Litio — Fase: Puesta en Marcha,,,,https://www.linkedin.com/in/eramine-sudamerica-s-a-02b4151a1 ,,,,https://cmsalta.com.ar/wp-content/uploads/2021/12/logo-eramine.png,camara,,"Puna Mining S.A. es una empresa enfocada a la producción de carbonato de litio grado batería con un 99.5% de pureza. Fue creada en 2017, por iniciativa de Pablo Alurralde, Ingeniero Químico egresado de la Universidad Nacional de Salta, quien diseñó la tecnología del proceso productivo. Para lograr el desarrollo del proyecto, Puna Mining S.A. se conformó como una joint-venture con la firma Argosy Minerals Ltd.",Salar Centenario Ratones,
51,ERMAYA S.R.L.,ermaya,Gastronomía y Eventos,"Ruta 51 KM 2,5 (4400) Salta",(0387) 155 086 925,diegobruguera@hotmail.com,https://www.ermayacatering.com/,https://www.instagram.com/ermayacatering/,https://www.facebook.com/ermayacatering,,https://capemisa.com.ar/wp-content/uploads/2021/08/ermaya.jpg,camara,Diego Ezequiel Brugueda,,,
130,ESCAPE LIBRE,escape libre,Equipamiento integral de camionetas 4 x 4 y venta y colocación de caños de escape,Zabala 834 (4400) Salta,(0387) 4231073,escapelibre@hotmail.com.ar,https://escape-libre-equipamientos-para.negocio.site/,,,,https://capemisa.com.ar/wp-content/uploads/2021/08/escape.jpg,camara,Ricardo Federico Suarez Basalo,,,
272,ESCUDERO INMOBILIARIA S.A.S.,escudero inmobiliaria,Inmobiliaria,"Mza 13, Ciudad Oeste, San Lorenzo Chico, Salta",(0387) 154 475 705,escuderoestrategiasi@gmail.com,http://www.escuderoinmboliaria.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2025/05/Escudero.jpeg,camara,María de las Mercedes Escudero Aráoz,,,
273,ESENCIAL TURISMO,esencial turismo,Turismo,Vicente Lopez 980 Salta,(0387) 4218650 / 156 838 396,pierre@esencial.tur.ar,https://esencial.tur.ar/,https://www.instagram.com/esencial.turismo,,,https://capemisa.com.ar/wp-content/uploads/2024/09/esencial-turismo.jpg,camara,Pierre Leblanc,,,
340,ESTUDIO AGUILAR & ASOCIADOS,estudio aguilar asociados,Servicios jurídicos,,,,,,,,https://uis.com.ar/storage/2024/07/aguilar.jpg,camara,,,,
274,EXPLORA MINING S.R.L.,explora mining,Servicio de prospección y exploración minera. Servicio de apoyo a la minería.,Pje. Yapeyú 1970 (4400) Salta,(0387) 154 881 471,gonzalo@exploraminingarg.com / marcos@exploraminingarg.com,https://exploramining.com/,https://www.instagram.com/exploramining/,,,https://capemisa.com.ar/wp-content/uploads/2023/07/explora-mining-1024x360.png,camara,Gonzalo Javier Montebelli,,,
233,FARMACIA PAR,farmacia par,Servicios para la salud,Mitre 699 (4400) Salta,(0387) 156 833 511,info@farmaciapar.com,https://farmaciapar.com/,,,,https://capemisa.com.ar/wp-content/uploads/2022/09/Farmacia-Par-1024x474.png,camara,Fernando Echevarría,,,
185,FERNANDEZ INSUA S.A.,fernandez insua,Venta de Repuestos para Maquinas Viales y Motores Diésel,Av. Palacios 2440 (4400) Salta,(0387) 4270010,salta@fdez-insua.com.ar,http://www.fernadezinsua.com/,,,,https://capemisa.com.ar/wp-content/uploads/2021/08/fernandez_insua.png,camara,Juan Grandiller,,,
186,FERRETERÍA GAY,ferreteria gay,Ferretería industrial. Herramientas para poda y desmalezado. Venta y alquiler de herramientas,Jujuy 591 Salta,(0387) 4225544 / 4318899 / 154 462 212 / 155 838 087,ventasferreteriagay@gmail.com,https://ferreteriagay.com.ar/,https://www.instagram.com/ferreteriagay/,https://www.facebook.com/ferreteria.gay,,https://capemisa.com.ar/wp-content/uploads/2024/02/ferreteria-gay.jpg,camara,Martin Gay,,,
187,FERRETERÍA INDUSTRIAL NORTE / HIDRÁULICA NORTE,ferreteria industrial norte hidraulica norte,Venta de materiales y artículos de ferretería e hidráulica industrial.,Av. Alberdi 502 (4560) Tartagal Salta,(03873) 422162 / 423315,ventas@ferreterianorte.com.ar,https://www.ferreterianorte.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2021/08/ferreteria_industrial_a_200px.jpg,camara,Mariano Quiroz,,,
188,FERRINOR S.A.S.,ferrinor,Ferretería Industrial,José E. Uriburu 96 (esq. Manuela G. de Todd) Salta,(0387) 156 151 529,ventas@ferrinor.com.ar / mauro.porcel@ferrinor.com.ar,https://ferrinor.com.ar/,https://www.instagram.com/ferrinor.industrial/,,https://www.linkedin.com/company/104269914/,https://capemisa.com.ar/wp-content/uploads/2024/12/ferrinor-scaled-e1734951874479-1024x739.jpg,camara,Mauro Porcel,,,
189,FERTEL SA,fertel,Venta de Pinturas y Materiales de Construcción,,,javier@martel.com.ar,https://martel.com.ar/,https://www.instagram.com/pinturerias.martel/,https://www.facebook.com/pintureriasmartel/,https://www.linkedin.com/company/pinturerias-martel/,https://capemisa.com.ar/wp-content/uploads/2021/08/pinturerias_martel_a_200px.jpg,camara,,,,
75,FINEX S.A.,finex,"Servicios de asesoramiento, dirección y gestión empresarial.",Av. Uruguay 954 (4400) Salta,(0387) 154 801 057 / 154 188 181,abriones@finex.com.ar,https://www.finex.com.ar/,https://www.instagram.com/finex_sa,,,https://capemisa.com.ar/wp-content/uploads/2023/02/Captura-de-pantalla-2023-02-12-a-las-23.35.17.png,camara,Ana Inés Briones,,,
209,FLYTEC,flytec,Transporte aéreo.,"Aeropuerto Internacional Martín Miguel de Güemes, sector Aviación Civil, Hangar Flytec, (4400) Salta.",0054 911 35811975,mateo@flytec.com.ar,https://flytec.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2021/08/flytec.png,camara,Mateo Zambruno,,,
275,FMA B&B COLIVING S.A.S.,fma b b coliving,Alquiler temporario,"Deán Funes 1380, Oficina 1, Salta",(0387) 220 0181,mariafmacoliving@gmail.com,https://fma.com.ar/,https://www.instagram.com/fmacoliving/,https://www.facebook.com/fmacoliving,,https://capemisa.com.ar/wp-content/uploads/2025/06/fma-coliving.jpeg,camara,María Choque,,,
9,FORACO SALTA S.A.,foraco salta,,,,contact@foraco.com,https://foraco.com/,,,,https://cmsalta.com.ar/wp-content/uploads/2023/02/logo-foraco-e1675800018203.jpg,camara,,"Foraco Salta S.A. es una empresa Salteña que presta servicios de perforación con el respaldo de Foraco International, una compañía de servicios de perforación líder en el mundo.","Salta, Argentina",
367,Frigorífico Bermejo,frigorifico bermejo,Ind. Frigoríficas,Av. Tavella y Rio San Carlos. Salta Capital y Ruta 5 Km 1. Pichanal,(0387) 4351515/1414,ventas@fbsa.com.ar,https://frigorificobermejo.com.ar,https://www.instagram.com/frigorifico.bermejo/,https://www.facebook.com/FrigorificoBermejo/,,https://uis.com.ar/storage/2026/04/logo-frigorifico-bermejo.avif,camara,,"Frigorífico Bermejo es la principal empresa del rubro en el Norte del país. Con una planta industrial modelo para la faena e industrialización de carne vacuna en la localidad de Pichanal, en el Norte de Salta. Todos sus procesos se encuentran regidos por los más altos estándares de calidad, higiene y sanidad productiva. Tiene una capacidad de faena mensual de hasta 12.000 cabezas La empresa también tiene presencia en los mercados minorista y mayorista de carne de Salta, Jujuy y Tucumán a través de una red de carnicerías propias, cámaras y un equipo de venta en el interior. La firma ha logrado aprobar sus procesos de producción por destinos de altas exigencias en calidad y sanidad como la Unión Europea y Chile.",Orán,
341,FRIGORIFICO BERMEJO SA/INVERSORA JURAMENTO S.A.,frigorifico bermejo sa inversora juramento,Ind. Frigoríficas,,,,,,,,https://uis.com.ar/storage/2024/07/bermejo.jpg,camara,,,Salta,
156,FUTURA INGENIERIA Y CONSTRUCCION S.A.S.,futura ingenieria y construccion,Ingeniería civil,"Las Tipas 550, B° Tres Cerritos, Salta",(0387) 155 888 051,futuraingenieriac@gmail.com,https://futuraingenieria.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2025/01/LogoCapemisa.jpg,placeholder,Plinio Alejandro Cruz,,,
276,GAANA SERVICIOS S.R.L.,gaana servicios,Prestadora de servicios mineros en general. Alquiler de equipos,"Comodoro Rivadavia 3277, B° Grand Bourg, Salta",(0387) 155 915 981 / 154 040 034,nestor.garrido@gaanaservicios.com.ar,,,,,https://capemisa.com.ar/wp-content/uploads/2025/01/gaana-1024x620.jpg,camara,Néstor Garrido,,,
10,Ganfeng Lithium – Proyecto Mariana,ganfeng lithium proyecto mariana,Mineral: Litio — Fase: Construcción,,,,,,,,https://cmsalta.com.ar/wp-content/uploads/2022/05/ganfeng-lithium-600.png,camara,,,Salar de Llullaillaco,
342,GASNOR S.A.,gasnor,Ind. Energía,,,,,,,,https://uis.com.ar/storage/2024/07/gasnor.jpg,camara,,,Salta,
277,GEOLIFT S.A.S.,geolift,Servicios mineros. Alquiler de equipos de izaje. Obras civiles. Gestión de proyectos.,"B° El Prado Ecovillage 284, Salta",(011) 2633 1035,Jorge.mosconi@geoliftargentina.com,,,,,https://capemisa.com.ar/wp-content/uploads/2025/01/LogoCapemisa.jpg,placeholder,Jorge David Mosconi,,,
145,GEOSINTETICOS INGENIERIA Y OBRAS S.A.,geosinteticos ingenieria y obras,"Construcción piletas, pozas de concentración, base pilas de lixiviación, diques de relaves y tanques con cubierta flotante con geomebranas y geosintéticos. Piping",O´Higgins 1138 / 1140 Salta,(0387) 156 044 926,geo@geo-arg.com.ar,https://geo-arg.com.ar/,,,https://www.linkedin.com/company/geo-arg/,https://capemisa.com.ar/wp-content/uploads/2024/11/geosinteticos-1024x654.jpg,camara,Guillermo Reichler,,,
11,GESTION DE TALENTOS,gestion de talentos,Servicios de Consultoría en RRHH,España 77 (4400) Salta,(0387) 4312312,vgallo@gestiondetalentos.com.ar,https://www.gestiondetalentos.com.ar/,,,,https://www.gestiondetalentos.com.ar/gdt-favicon.svg,sitio_oficial,Victoria Gallo,"Gestión de Talentos SAS, es una Consultora especializada en Gestión de Capital Humano y Diseño Organizacional.

Con un equipo de profesionales interdisciplinarios, y con más de 30 años en el mercado, ofrece soluciones a sus clientes en materia de: Consultoría, Capacitación, Selección de Personal y PayRoll.

Servicios:

-  Reclutamiento y Selección de Personal: Amplia base de datos propia, preparada para satisfacer las más altas exigencias de distintos segmentos de actividad económica.
-  Consultoría: Servicio de asesoría, apoyo y acompañamiento a los clientes en la gestión de Capital Humano y Desarrollo Organizacional, ofreciendo soluciones con enfoque práctico y de acompañamiento gerencial, adecuadas a las necesidades y a la etapa específica que atraviesa cada empresa.
- Capacitación: Seminarios, Talleres y Cursos de Capacitación y Formación, diseñados de acuerdo a la necesidad puntual de los clientes, orientados a todos los niveles de la empresa: Niveles Directivos, Niveles Gerenciales, Mandos Medios y Niveles Operativos. Dictados in Company o en Centro de Formación Gestión de Talentos.
- PayRoll: Servicio de Liquidación de Sueldos, Impuesto a las Ganancias de 4ta Categoría, Asesoramiento Legal Laboral, orientado a brindar soluciones en Confidencialidad, Expatriados, Tratamiento de beneficios, Dinámica de Altas y Bajas, Liquidaciones a Contratistas, Grossing up.
-   Encuestas de Clima Organizacional y Evaluaciones de Desempeño: Plataforma propia online para realizar Encuestas de Clima y Evaluaciones de Desempeño de manera ágil y sencilla, ofreciendo resultados simples de interpretar y aplicar.","Salta, Argentina",
190,GOF SOLUCIONES CONSTRUCTIVAS S.R.L.,gof soluciones constructivas,Venta de artículos de ferretería y materiales eléctricos.,"Av. Circunvalación Oeste, Office Park II Of. 16, San Lorenzo Chico, Salta",(0387) 155 107 995 / 155 788 822,Salta1@fischer.ar,,,,,https://capemisa.com.ar/wp-content/uploads/2025/01/cropped-LogoCapemisa-157x85.jpg,placeholder,Gonzalo Cortez,,,
131,GOMEZ ROCO Y CIA SRL,gomez roco,Solución integral en bombeo de fluidos y generación de energía.,Av. Tavella 4100 Salta,(0387) 155 161 564 / 4378700,mineria@gomezroco.com.ar,https://gomezroco.com.ar/,https://www.instagram.com/gomezroco_ok/,https://www.facebook.com/gomezroco,https://www.linkedin.com/company/gomezroco/,https://gomezroco.com.ar/wp-content/uploads/2025/02/Logotipo-02.svg,sitio_oficial,,,,
132,GRÚAS SAN ANTONIO S.R.L.,gruas san antonio,Construcciones metálicas. Montajes industriales. Alquiler de grúas. Transporte de Maquinarias y estructuras,San Martin S/N (4401) La Caldera Salta,(0387) 155 178 849,vegajfederico@hotmail.com,,,,,https://capemisa.com.ar/wp-content/uploads/2021/11/logo-1.png,camara,José Federico Vega,,,
157,GRUPO 7D INGENIERÍA VIAL & TOPOGRAFÍA,grupo 7d ingenieria vial topografia,Proyectos ejecutivos viales. Gestión integral de infraestructura vial. Supervisión de obras viales. Topografía. Proyectos de movimiento de suelo. Estudios de suelo. Mensuras,Mza 348 A Casa 12 B° Leopoldo Lugones (4400) Salta,(0387) 155 188 479,jeremias.ing@grupo7d.net,,,,,https://capemisa.com.ar/wp-content/uploads/2023/08/gruo-7D-1024x321.jpg,camara,Jeremías Quispe,,,
133,GRUPO DOCE PILARES S.R.L.,grupo doce pilares,Venta de elementos de protección personal (EPP) y ropa laboral. Servicios de capacitación en seguridad,Ituzaingó 1396 Salta,(0387) 154 042 272,docepilaresarg@gmail.com,,,,,https://capemisa.com.ar/wp-content/uploads/2021/11/logo-1.png,camara,Lucas Buttazzoni,,,
134,GRUPO HYS S.R.L.,grupo hys,"Venta de Artículos e Indumentaria de Seguridad Industrial. Venta, Mantenimiento y Recarga de Matafuegos con Certificación según Norma IRAM 3517/2. Prueba hidráulica de Mangas contra Incendio según Norma IRAM 3594. Estudios de seguridad: Asesoramiento y Representación Técnica. Alquiler y Venta de Equipos de Mediciones Industriales y Ambientales. Proveedor de Equipos y Mantenimiento de Sistemas de Protección Contra Incendio.",Mitre 1341 (4400) Salta,(0387) 4318200 – 155 683 490,ventas@grupohys.com.ar,https://grupohys.com.ar/,https://www.instagram.com/grupohys/,https://www.facebook.com/grupohys,,https://capemisa.com.ar/wp-content/uploads/2021/11/logo-1.png,camara,Ana Laura Trigo,,,
191,GRUPO NC S.A.S.,grupo nc,Venta de productos de limpieza industrial,Martín Pardo 210 (4403) Cerrillos Salta,(0387) 156 106 265,leonelsalva1980@gmail.com,,,,,https://capemisa.com.ar/wp-content/uploads/2022/07/Captura-de-Pantalla-2022-07-07-a-las-11.19.59-1024x725.png,camara,Edgardo Leonel Salva,,,
12,GRUPO NIOI SA,grupo nioi,"Especialización en los sectores de construcción y servicios logísticos, proporcionando soluciones integrales para la industria minera. Nuestra experiencia incluye Piping, Impermeabilización de Pozas, Obras Hidráulicas, Obras Metálicas, Movimiento de suelo, Obras civiles y la producción de ropa de trabajo y Elementos de Protección Personal (EPP)",Av. Uruguay 805 (4400) Salta,(0387) 155 878 269,comercial@gruponioi.com,https://gruponioi.com/,https://www.instagram.com/gruponioi/,https://www.facebook.com/gruponioi/,https://www.linkedin.com/company/gruponioimalegoni/,https://cmsalta.com.ar/wp-content/uploads/2024/04/logo-gnioi.jpg,camara,Gustavo Caldelas,,Los Andes,
52,GRUPO SIERRA DELTA S.R.L,grupo sierra delta,Gastronomía,"C11 Mza 7, B° El Mollar II, La Silleta, Salta",(0387) 154 479 065 / 155 101 175,pio.diaz@gruposierradelta.com / gimena.sanchez@gruposierradelta.com,,,,,https://capemisa.com.ar/wp-content/uploads/2025/06/sierra-delta.jpg,camara,Pío Díaz Herrera / Gimena Sánchez Villalba,,,
250,GUARDIAN S.R.L.,guardian,Vigilancia privada,Alvarado 297 (4400) Salta,(0387) 4320310,gonzalomosquera@guardiansrl.com.ar,http://guardiansrl.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2021/08/guardian.png,camara,Gonzalo Mosquera,,,
210,GYE S.A.,gye,"Forwarder integral de carga aérea internacional y partner en Salta de FEDEX, UPS y DHL",Montevideo 1490 B° La Loma Salta,(0387) 3109110 / 155 767 282,fechazu@grupo-sp.com.ar,https://www.grupo-sp.com.ar/en/index.html,,,,https://capemisa.com.ar/wp-content/uploads/2024/07/GYE.jpg,camara,Francisco Echazú / Gisella Naim / Pablo Trabattoni,,,
13,Hanaq Group,hanaq,Mineral: Litio — Fase: Producción Minera,,543872429683,,https://www.hanaqgroup.com,,,,https://cmsalta.com.ar/wp-content/uploads/2022/05/hanaqlogo.jpeg,camara,,,Salar de Diablillos,
14,HIDROTEC SRL,hidrotec,Perforaciones y Consultoría Hidro-Geológica,Au Circunvalación Oeste S/N (4400) Salta,(0387) 2148800 / 01,info@hidrotecperf.com.ar,https://hidrotecperf.com.ar/,,,,https://cmsalta.com.ar/wp-content/uploads/2022/05/captura-de-pantalla-2022-05-26-a-las-000118.png,camara,Emiliano Gomez / Marcelo Sanchez,,Salta,
